,ride_date
14109,2018-07-02
14110,2021-11-06
14111,2021-11-06
14112,2019-06-22
14113,2017-09-09
14114,2019-06-13
14115,2017-09-03
14116,2019-05-21
14117,2021-11-06
14118,2019-09-09
14119,2017-03-12
14120,2019-07-06
14121,2018-03-04
14122,2017-02-10
14123,2021-11-06
14124,2018-08-05
14125,2018-07-19
14126,2021-11-06
14127,2018-09-26
14128,2018-08-31
14129,2018-11-30
14130,2017-01-15
14131,2017-08-08
14132,2017-05-16
14133,2019-12-21
14134,2017-10-18
14135,2020-02-01
14136,2021-11-06
14137,2017-07-18
14138,2021-11-06
14139,2018-07-23
14140,2019-07-03
14141,2019-01-27
14142,2017-07-25
14143,2019-05-19
14144,2019-10-29
14145,2017-06-24
14146,2021-11-06
14147,2019-11-26
14148,2019-10-29
14149,2021-11-06
14150,2017-11-29
14151,2021-11-06
14152,2017-05-01
14153,2021-11-06
14154,2021-11-06
14155,2017-12-02
14156,2017-10-12
14157,2017-07-24
14158,2021-11-06
14159,2019-09-18
14160,2020-01-23
14161,2018-09-26
14162,2018-01-28
14163,2021-11-06
14164,2021-11-06
14165,2018-10-27
14166,2017-05-22
14167,2021-11-06
14168,2018-07-31
14169,2018-03-23
14170,2020-02-06
14171,2021-11-06
14172,2021-11-06
14173,2018-11-30
14174,2017-09-12
14175,2021-11-06
14176,2018-09-03
14177,2019-08-05
14178,2017-10-12
14179,2021-11-06
14180,2017-01-17
14181,2021-11-06
14182,2021-11-06
14183,2017-07-16
14184,2019-06-20
14185,2021-11-06
14186,2019-05-01
14187,2017-09-07
14188,2019-01-18
14189,2021-11-06
14190,2017-05-09
14191,2021-11-06
14192,2017-03-04
14193,2017-09-29
14194,2018-07-05
14195,2021-11-06
14196,2018-10-27
14197,2017-10-27
14198,2017-11-12
14199,2018-11-11
14200,2021-11-06
14201,2017-02-16
14202,2017-07-04
14203,2017-12-28
14204,2019-12-23
14205,2018-10-15
14206,2021-11-06
14207,2018-07-13
14208,2017-02-22
14209,2020-01-24
14210,2019-11-22
14211,2017-09-15
14212,2021-11-06
14213,2019-01-30
14214,2018-05-31
14215,2018-02-28
14216,2019-02-09
14217,2018-08-08
14218,2017-10-31
14219,2017-02-17
14220,2017-05-06
14221,2018-09-23
14222,2021-11-06
14223,2021-11-06
14224,2019-01-30
14225,2019-09-11
14226,2018-06-22
14227,2019-05-09
14228,2017-09-14
14229,2017-10-29
14230,2017-05-14
14231,2018-02-15
14232,2018-01-02
14233,2017-07-31
14234,2017-09-03
14235,2018-11-08
14236,2018-07-23
14237,2021-11-06
14238,2018-04-08
14239,2019-04-09
14240,2018-06-09
14241,2018-09-21
14242,2021-11-06
14243,2019-10-12
14244,2021-11-06
14245,2019-05-18
14246,2019-08-22
14247,2019-05-29
14248,2018-09-27
14249,2018-01-26
14250,2019-05-16
14251,2019-03-14
14252,2019-10-06
14253,2019-12-22
14254,2018-12-16
14255,2021-11-06
14256,2019-10-30
14257,2017-01-21
14258,2018-02-23
14259,2019-05-04
14260,2018-12-22
14261,2017-05-20
14262,2017-03-10
14263,2017-10-13
14264,2021-11-06
14265,2018-08-21
14266,2018-02-08
14267,2020-02-08
14268,2017-07-07
14269,2017-01-23
14270,2017-12-02
14271,2018-08-12
14272,2021-11-06
14273,2021-11-06
14274,2019-08-25
14275,2017-12-31
14276,2017-10-23
14277,2018-03-18
14278,2021-11-06
14279,2017-11-16
14280,2018-12-19
14281,2018-12-24
14282,2017-03-16
14283,2017-07-02
14284,2021-11-06
14285,2018-09-02
14286,2017-07-02
14287,2021-11-06
14288,2018-09-02
14289,2019-01-31
14290,2018-11-01
14291,2021-11-06
14292,2019-02-28
14293,2018-08-15
14294,2021-11-06
14295,2021-11-06
14296,2018-04-16
14297,2018-08-11
14298,2021-11-06
14299,2017-09-07
14300,2021-11-06
14301,2021-11-06
14302,2021-11-06
14303,2018-02-22
14304,2017-05-20
14305,2017-07-28
14306,2018-08-12
14307,2019-10-21
14308,2019-02-01
14309,2021-11-06
14310,2019-10-15
14311,2017-04-05
14312,2021-11-06
14313,2021-11-06
14314,2021-11-06
14315,2019-02-09
14316,2019-04-04
14317,2021-11-06
14318,2018-12-23
14319,2017-04-06
14320,2017-05-13
14321,2019-06-08
14322,2021-11-06
14323,2018-06-25
14324,2017-05-26
14325,2019-05-06
14326,2017-01-07
14327,2017-06-24
14328,2017-02-10
14329,2018-07-15
14330,2021-11-06
14331,2018-01-21
14332,2017-01-20
14333,2017-06-22
14334,2017-08-12
14335,2017-05-09
14336,2019-01-03
14337,2018-10-17
14338,2017-06-22
14339,2019-10-17
14340,2021-11-06
14341,2021-11-06
14342,2018-12-25
14343,2019-04-09
14344,2018-11-04
14345,2017-08-01
14346,2017-06-27
14347,2017-01-23
14348,2021-11-06
14349,2021-11-06
14350,2017-04-22
14351,2018-10-24
14352,2020-01-31
14353,2017-05-02
14354,2018-09-14
14355,2019-09-02
14356,2017-05-16
14357,2018-10-03
14358,2018-02-03
14359,2021-11-06
14360,2017-04-11
14361,2017-04-30
14362,2020-02-10
14363,2019-05-22
14364,2019-06-07
14365,2018-08-11
14366,2021-11-06
14367,2021-11-06
14368,2021-11-06
14369,2019-11-05
14370,2018-05-20
14371,2019-05-11
14372,2017-05-13
14373,2019-12-17
14374,2017-04-10
14375,2018-08-24
14376,2019-06-04
14377,2021-11-06
14378,2018-03-20
14379,2019-04-11
14380,2019-03-15
14381,2020-01-27
14382,2021-11-06
14383,2017-07-17
14384,2018-10-08
14385,2021-11-06
14386,2021-11-06
14387,2021-11-06
14388,2017-08-24
14389,2018-10-16
14390,2018-05-10
14391,2018-11-22
14392,2017-08-09
14393,2017-07-30
14394,2017-10-05
14395,2021-11-06
14396,2017-01-29
14397,2019-03-26
14398,2019-12-12
14399,2017-07-28
14400,2018-03-05
14401,2018-10-29
14402,2021-11-06
14403,2018-03-11
14404,2018-12-10
14405,2017-02-02
14406,2017-09-26
14407,2019-10-15
14408,2018-03-21
14409,2019-05-15
14410,2021-11-06
14411,2019-12-14
14412,2017-05-06
14413,2021-11-06
14414,2018-07-12
14415,2017-06-28
14416,2018-08-25
14417,2018-12-28
14418,2017-08-11
14419,2019-03-11
14420,2021-11-06
14421,2021-11-06
14422,2017-06-08
14423,2021-11-06
14424,2021-11-06
14425,2018-05-20
14426,2018-07-22
14427,2021-11-06
14428,2019-10-01
14429,2018-09-19
14430,2019-12-15
14431,2018-12-09
14432,2018-05-21
14433,2019-03-19
14434,2018-12-24
14435,2021-11-06
14436,2018-02-22
14437,2018-03-24
14438,2021-11-06
14439,2018-11-05
14440,2019-01-20
14441,2018-09-24
14442,2017-06-08
14443,2021-11-06
14444,2018-07-28
14445,2018-12-19
14446,2019-06-14
14447,2017-06-06
14448,2019-08-03
14449,2017-11-29
14450,2017-09-13
14451,2021-11-06
14452,2019-01-03
14453,2021-11-06
14454,2019-05-24
14455,2018-07-22
14456,2017-06-03
14457,2021-11-06
14458,2017-06-11
14459,2021-11-06
14460,2017-05-11
14461,2019-06-10
14462,2018-06-26
14463,2018-02-17
14464,2021-11-06
14465,2017-06-14
14466,2018-06-06
14467,2018-03-14
14468,2021-11-06
14469,2021-11-06
14470,2021-11-06
14471,2021-11-06
14472,2019-03-05
14473,2021-11-06
14474,2019-01-24
14475,2017-06-20
14476,2018-02-20
14477,2018-06-08
14478,2019-09-17
14479,2017-09-28
14480,2018-09-20
14481,2019-06-29
14482,2019-06-10
14483,2018-04-12
14484,2019-12-05
14485,2019-11-27
14486,2019-03-21
14487,2017-08-10
14488,2017-03-08
14489,2018-11-07
14490,2021-11-06
14491,2017-06-17
14492,2021-11-06
14493,2018-03-06
14494,2019-11-20
14495,2021-11-06
14496,2021-11-06
14497,2018-02-22
14498,2019-06-16
14499,2018-09-21
14500,2018-04-20
14501,2017-06-30
14502,2018-07-05
14503,2017-02-02
14504,2019-06-28
14505,2021-11-06
14506,2019-11-24
14507,2017-05-09
14508,2017-12-10
14509,2021-11-06
14510,2021-11-06
14511,2021-11-06
14512,2021-11-06
14513,2019-10-03
14514,2019-02-02
14515,2021-11-06
14516,2021-11-06
14517,2021-11-06
14518,2019-11-23
14519,2019-02-07
14520,2021-11-06
14521,2019-07-22
14522,2021-11-06
14523,2019-11-24
14524,2018-02-20
14525,2021-11-06
14526,2021-11-06
14527,2017-12-17
14528,2018-01-25
14529,2018-04-12
14530,2017-07-25
14531,2021-11-06
14532,2018-09-04
14533,2019-10-02
14534,2018-11-17
14535,2017-05-19
14536,2017-03-20
14537,2017-09-24
14538,2018-03-08
14539,2017-09-22
14540,2018-02-22
14541,2018-07-21
14542,2017-10-31
14543,2019-11-10
14544,2018-10-10
14545,2018-07-30
14546,2018-03-11
14547,2018-03-10
14548,2021-11-06
14549,2019-08-01
14550,2019-09-07
14551,2021-11-06
14552,2021-11-06
14553,2017-09-15
14554,2017-12-23
14555,2018-03-24
14556,2017-03-24
14557,2019-06-29
14558,2017-01-18
14559,2018-11-22
14560,2017-08-08
14561,2018-03-19
14562,2018-08-16
14563,2019-01-07
14564,2021-11-06
14565,2021-11-06
14566,2017-03-16
14567,2017-10-25
14568,2021-11-06
14569,2019-11-12
14570,2018-05-16
14571,2019-05-17
14572,2017-05-18
14573,2018-04-08
14574,2021-11-06
14575,2019-02-20
14576,2019-06-08
14577,2018-09-02
14578,2018-04-07
14579,2018-04-05
14580,2018-01-30
14581,2017-11-01
14582,2018-08-30
14583,2018-09-19
14584,2018-06-24
14585,2017-04-18
14586,2021-11-06
14587,2019-09-05
14588,2021-11-06
14589,2019-09-08
14590,2017-09-24
14591,2017-10-25
14592,2018-08-30
14593,2019-03-18
14594,2019-11-16
14595,2019-03-07
14596,2019-09-07
14597,2019-09-07
14598,2018-08-20
14599,2021-11-06
14600,2018-04-03
14601,2021-11-06
14602,2019-03-03
14603,2021-11-06
14604,2017-10-25
14605,2017-08-08
14606,2021-11-06
14607,2018-09-06
14608,2017-02-16
14609,2021-11-06
14610,2019-01-07
14611,2018-05-03
14612,2021-11-06
14613,2019-01-21
14614,2021-11-06
14615,2018-11-28
14616,2019-09-19
14617,2021-11-06
14618,2017-01-19
14619,2021-11-06
14620,2021-11-06
14621,2017-06-29
14622,2019-03-17
14623,2017-07-14
14624,2018-04-15
14625,2021-11-06
14626,2018-03-31
14627,2017-04-16
14628,2019-06-01
14629,2018-11-12
14630,2018-10-21
14631,2018-06-08
14632,2021-11-06
14633,2019-02-20
14634,2020-01-31
14635,2017-06-30
14636,2019-01-15
14637,2019-06-28
14638,2019-07-11
14639,2019-05-26
14640,2019-05-14
14641,2017-02-22
14642,2017-11-03
14643,2018-02-01
14644,2017-07-08
14645,2019-07-04
14646,2021-11-06
14647,2019-02-23
14648,2019-04-30
14649,2017-05-31
14650,2021-11-06
14651,2017-08-26
14652,2019-01-27
14653,2021-11-06
14654,2017-02-18
14655,2021-11-06
14656,2019-05-17
14657,2019-11-07
14658,2019-08-04
14659,2018-06-29
14660,2018-08-15
14661,2017-11-04
14662,2018-02-05
14663,2021-11-06
14664,2021-11-06
14665,2017-03-03
14666,2021-11-06
14667,2017-06-21
14668,2017-07-27
14669,2017-06-07
14670,2017-07-01
14671,2019-09-25
14672,2020-01-28
14673,2019-04-18
14674,2019-01-16
14675,2019-08-05
14676,2019-03-14
14677,2021-11-06
14678,2018-09-15
14679,2018-10-07
14680,2018-01-11
14681,2017-12-02
14682,2019-05-07
14683,2021-11-06
14684,2019-03-14
14685,2019-06-10
14686,2021-11-06
14687,2021-11-06
14688,2019-07-22
14689,2019-01-10
14690,2017-09-28
14691,2021-11-06
14692,2019-05-25
14693,2017-01-08
14694,2019-08-15
14695,2021-11-06
14696,2018-06-24
14697,2018-10-29
14698,2019-02-18
14699,2018-01-04
14700,2021-11-06
14701,2017-10-17
14702,2017-06-30
14703,2018-07-21
14704,2019-08-29
14705,2019-12-14
14706,2017-06-22
14707,2018-03-06
14708,2018-05-26
14709,2018-08-26
14710,2018-08-06
14711,2017-07-25
14712,2018-09-04
14713,2019-02-28
14714,2018-02-20
14715,2018-04-29
14716,2021-11-06
14717,2021-11-06
14718,2018-06-16
14719,2019-08-18
14720,2019-08-26
14721,2021-11-06
14722,2018-07-25
14723,2017-12-20
14724,2019-11-15
14725,2018-09-10
14726,2017-08-21
14727,2018-05-01
14728,2021-11-06
14729,2018-09-28
14730,2019-06-17
14731,2021-11-06
14732,2018-10-27
14733,2019-12-22
14734,2021-11-06
14735,2018-12-27
14736,2018-10-13
14737,2021-11-06
14738,2018-01-20
14739,2018-07-25
14740,2018-12-21
14741,2018-09-07
14742,2021-11-06
14743,2018-02-09
14744,2018-04-26
14745,2018-10-17
14746,2017-06-16
14747,2018-12-26
14748,2021-11-06
14749,2018-04-04
14750,2018-09-04
14751,2019-10-10
14752,2017-01-30
14753,2019-01-07
14754,2019-06-30
14755,2021-11-06
14756,2019-01-26
14757,2021-11-06
14758,2017-09-22
14759,2017-04-24
14760,2018-10-07
14761,2018-06-17
14762,2021-11-06
14763,2018-08-18
14764,2018-06-28
14765,2019-10-22
14766,2021-11-06
14767,2018-01-14
14768,2021-11-06
14769,2019-05-25
14770,2019-04-20
14771,2018-03-30
14772,2017-08-01
14773,2020-01-07
14774,2019-02-16
14775,2019-04-08
14776,2017-10-14
14777,2019-11-05
14778,2018-07-05
14779,2021-11-06
14780,2021-11-06
14781,2021-11-06
14782,2019-08-06
14783,2019-07-14
14784,2018-12-22
14785,2021-11-06
14786,2020-01-17
14787,2019-08-27
14788,2019-12-16
14789,2019-08-31
14790,2018-05-18
14791,2018-10-13
14792,2019-11-14
14793,2019-10-29
14794,2017-04-24
14795,2017-10-14
14796,2017-11-23
14797,2019-11-26
14798,2017-06-30
14799,2017-11-15
14800,2018-04-20
14801,2018-11-14
14802,2019-01-06
14803,2019-11-26
14804,2017-02-22
14805,2021-11-06
14806,2017-03-05
14807,2019-05-12
14808,2017-01-13
14809,2017-02-28
14810,2017-08-30
14811,2018-04-16
14812,2019-12-16
14813,2019-02-04
14814,2018-05-14
14815,2017-12-11
14816,2021-11-06
14817,2018-08-16
14818,2017-02-27
14819,2018-10-29
14820,2019-02-24
14821,2020-01-14
14822,2017-03-04
14823,2019-09-30
14824,2021-11-06
14825,2021-11-06
14826,2021-11-06
14827,2018-03-23
14828,2018-12-15
14829,2018-01-12
14830,2017-07-06
14831,2018-01-08
14832,2019-06-22
14833,2018-10-05
14834,2018-07-20
14835,2021-11-06
14836,2021-11-06
14837,2019-11-28
14838,2018-02-08
14839,2017-06-21
14840,2021-11-06
14841,2018-04-22
14842,2019-01-20
14843,2019-02-25
14844,2019-12-25
14845,2017-11-26
14846,2019-03-26
14847,2018-05-08
14848,2017-12-05
14849,2019-06-23
14850,2018-12-21
14851,2021-11-06
14852,2017-03-07
14853,2018-05-14
14854,2019-06-07
14855,2021-11-06
14856,2017-07-22
14857,2021-11-06
14858,2021-11-06
14859,2017-01-09
14860,2018-06-14
14861,2021-11-06
14862,2017-12-05
14863,2017-07-28
14864,2019-09-08
14865,2018-08-09
14866,2018-02-19
14867,2017-12-18
14868,2018-12-06
14869,2019-10-24
14870,2019-03-25
14871,2021-11-06
14872,2021-11-06
14873,2019-10-03
14874,2017-03-08
14875,2017-07-19
14876,2021-11-06
14877,2018-04-10
14878,2018-02-24
14879,2019-11-17
14880,2021-11-06
14881,2021-11-06
14882,2019-07-05
14883,2021-11-06
14884,2017-03-03
14885,2018-02-02
14886,2019-04-06
14887,2018-07-18
14888,2018-01-08
14889,2021-11-06
14890,2018-11-23
14891,2019-10-20
14892,2017-01-08
14893,2018-04-03
14894,2020-02-02
14895,2021-11-06
14896,2019-02-24
14897,2018-08-21
14898,2021-11-06
14899,2018-09-16
14900,2020-02-07
14901,2017-08-03
14902,2021-11-06
14903,2017-10-07
14904,2019-08-23
14905,2019-03-15
14906,2018-10-27
14907,2017-03-10
14908,2019-12-11
14909,2019-02-16
14910,2019-02-26
14911,2021-11-06
14912,2019-07-12
14913,2018-05-01
14914,2017-01-25
14915,2021-11-06
14916,2019-01-09
14917,2019-12-03
14918,2021-11-06
14919,2021-11-06
14920,2017-06-27
14921,2018-03-01
14922,2019-04-18
14923,2017-01-01
14924,2019-07-25
14925,2017-11-04
14926,2019-01-10
14927,2020-01-23
14928,2017-05-29
14929,2019-03-13
14930,2021-11-06
14931,2019-05-29
14932,2021-11-06
14933,2018-03-31
14934,2017-03-18
14935,2018-03-18
14936,2018-02-18
14937,2017-12-13
14938,2019-07-28
14939,2019-02-04
14940,2021-11-06
14941,2019-12-07
14942,2021-11-06
14943,2021-11-06
14944,2017-05-12
14945,2019-05-28
14946,2021-11-06
14947,2017-01-21
14948,2019-09-30
14949,2018-01-01
14950,2019-07-08
14951,2018-09-21
14952,2018-06-08
14953,2018-11-14
14954,2021-11-06
14955,2019-02-27
14956,2017-08-20
14957,2018-09-26
14958,2018-09-14
14959,2018-02-20
14960,2021-11-06
14961,2021-11-06
14962,2018-06-18
14963,2017-08-11
14964,2019-01-09
14965,2019-06-27
14966,2021-11-06
14967,2019-01-21
14968,2021-11-06
14969,2019-04-17
14970,2018-10-19
14971,2021-11-06
14972,2018-11-28
14973,2018-01-28
14974,2017-05-11
14975,2018-04-09
14976,2018-06-07
14977,2017-06-04
14978,2017-06-12
14979,2018-04-22
14980,2021-11-06
14981,2018-02-03
14982,2019-04-21
14983,2018-11-10
14984,2020-01-22
14985,2018-05-21
14986,2019-04-27
14987,2021-11-06
14988,2018-10-08
14989,2018-12-09
14990,2018-01-05
14991,2017-05-31
14992,2021-11-06
14993,2017-10-18
14994,2019-03-15
14995,2019-09-18
14996,2018-04-25
14997,2019-04-02
14998,2017-08-03
14999,2018-12-12
15000,2018-05-13
15001,2018-01-24
15002,2021-11-06
15003,2018-04-21
15004,2017-07-16
15005,2021-11-06
15006,2021-11-06
15007,2019-01-14
15008,2017-11-12
15009,2018-03-18
15010,2018-08-29
15011,2021-11-06
15012,2018-02-05
15013,2017-05-30
15014,2017-11-07
15015,2018-01-27
15016,2017-06-17
15017,2021-11-06
15018,2018-12-31
15019,2017-10-05
15020,2021-11-06
15021,2019-06-11
15022,2018-06-28
15023,2021-11-06
15024,2017-09-24
15025,2019-07-19
15026,2019-11-20
15027,2017-06-16
15028,2017-12-13
15029,2019-06-01
15030,2020-01-24
15031,2018-05-23
15032,2019-06-25
15033,2019-01-14
15034,2019-11-11
15035,2021-11-06
15036,2018-06-17
15037,2019-02-01
15038,2017-07-25
15039,2017-10-05
15040,2017-05-10
15041,2018-03-07
15042,2018-03-04
15043,2019-10-02
15044,2019-06-15
15045,2019-10-19
15046,2018-07-29
15047,2021-11-06
15048,2021-11-06
15049,2019-02-27
15050,2019-12-05
15051,2021-11-06
15052,2018-04-05
15053,2018-10-10
15054,2019-12-05
15055,2017-11-15
15056,2021-11-06
15057,2019-05-05
15058,2017-09-16
15059,2019-01-30
15060,2018-07-25
15061,2021-11-06
15062,2019-08-19
15063,2021-11-06
15064,2017-10-27
15065,2017-03-24
15066,2017-10-27
15067,2021-11-06
15068,2019-06-24
15069,2018-01-08
15070,2017-09-27
15071,2018-10-15
15072,2018-07-20
15073,2018-04-25
15074,2017-08-30
15075,2018-07-28
15076,2018-12-31
15077,2018-07-17
15078,2017-08-31
15079,2017-04-25
15080,2019-02-16
15081,2019-08-28
15082,2021-11-06
15083,2019-10-14
15084,2021-11-06
15085,2019-09-27
15086,2021-11-06
15087,2017-10-09
15088,2017-06-26
15089,2021-11-06
15090,2021-11-06
15091,2021-11-06
15092,2021-11-06
15093,2018-05-29
15094,2021-11-06
15095,2021-11-06
15096,2018-04-13
15097,2018-10-01
15098,2019-07-22
15099,2019-10-24
15100,2019-09-04
15101,2021-11-06
15102,2021-11-06
15103,2019-11-11
15104,2017-08-15
15105,2021-11-06
15106,2019-03-03
15107,2019-04-30
15108,2019-02-27
15109,2021-11-06
15110,2021-11-06
15111,2019-11-27
15112,2017-01-29
15113,2018-09-11
15114,2019-01-13
15115,2019-12-22
15116,2019-11-13
15117,2021-11-06
15118,2017-09-03
15119,2017-05-23
15120,2018-11-16
15121,2018-06-28
15122,2019-12-24
15123,2019-01-12
15124,2021-11-06
15125,2021-11-06
15126,2017-12-17
15127,2019-08-22
15128,2017-04-22
15129,2017-03-30
15130,2017-07-08
15131,2021-11-06
15132,2017-10-11
15133,2017-02-01
15134,2021-11-06
15135,2017-05-31
15136,2017-09-26
15137,2021-11-06
15138,2021-11-06
15139,2018-10-10
15140,2021-11-06
15141,2017-09-18
15142,2018-02-21
15143,2017-05-17
15144,2018-03-14
15145,2018-08-17
15146,2019-01-29
15147,2018-08-02
15148,2019-03-05
15149,2018-12-21
15150,2019-02-26
15151,2018-10-07
15152,2017-03-18
15153,2019-02-21
15154,2018-08-25
15155,2021-11-06
15156,2017-03-25
15157,2019-01-15
15158,2021-11-06
15159,2019-07-17
15160,2019-12-16
15161,2018-06-15
15162,2019-06-22
15163,2018-01-14
15164,2017-06-19
15165,2021-11-06
15166,2021-11-06
15167,2021-11-06
15168,2018-11-03
15169,2021-11-06
15170,2019-11-27
15171,2017-10-30
15172,2018-01-24
15173,2021-11-06
15174,2018-03-06
15175,2020-01-29
15176,2017-01-21
15177,2017-10-23
15178,2019-05-03
15179,2018-05-17
15180,2017-03-11
15181,2017-01-08
15182,2021-11-06
15183,2017-12-10
15184,2021-11-06
15185,2017-08-09
15186,2019-06-08
15187,2021-11-06
15188,2019-02-26
15189,2021-11-06
15190,2021-11-06
15191,2019-05-21
15192,2021-11-06
15193,2018-05-26
15194,2017-01-05
15195,2017-10-05
15196,2018-04-22
15197,2017-07-09
15198,2017-03-26
15199,2017-10-31
15200,2021-11-06
15201,2019-09-21
15202,2020-01-19
15203,2017-12-24
15204,2019-09-30
15205,2021-11-06
15206,2021-11-06
15207,2019-07-28
15208,2018-09-21
15209,2019-02-25
15210,2018-10-05
15211,2018-06-12
15212,2021-11-06
15213,2021-11-06
15214,2019-03-28
15215,2017-05-05
15216,2017-02-06
15217,2020-01-10
15218,2019-01-02
15219,2018-07-27
15220,2019-04-18
15221,2021-11-06
15222,2018-07-02
15223,2018-10-23
15224,2018-04-17
15225,2019-04-13
15226,2018-04-24
15227,2018-10-21
15228,2017-07-27
15229,2019-06-25
15230,2018-01-12
15231,2021-11-06
15232,2021-11-06
15233,2021-11-06
15234,2017-07-05
15235,2019-02-18
15236,2017-03-03
15237,2018-01-04
15238,2017-01-27
15239,2018-08-05
15240,2021-11-06
15241,2020-02-06
15242,2017-06-27
15243,2019-07-01
15244,2018-01-30
15245,2021-11-06
15246,2017-12-30
15247,2018-10-28
15248,2018-08-08
15249,2019-07-25
15250,2018-09-18
15251,2018-11-30
15252,2021-11-06
15253,2019-04-06
15254,2018-08-24
15255,2021-11-06
15256,2019-12-01
15257,2019-08-19
15258,2017-09-19
15259,2018-03-22
15260,2017-05-04
15261,2017-11-07
15262,2021-11-06
15263,2018-02-09
15264,2018-09-29
15265,2018-07-19
15266,2019-03-27
15267,2018-10-27
15268,2019-10-25
15269,2021-11-06
15270,2021-11-06
15271,2019-09-10
15272,2018-02-17
15273,2019-04-05
15274,2019-01-15
15275,2019-02-07
15276,2019-10-26
15277,2017-11-15
15278,2018-06-25
15279,2021-11-06
15280,2019-04-30
15281,2019-08-11
15282,2017-01-15
15283,2019-03-10
15284,2018-02-22
15285,2018-09-10
15286,2019-07-12
15287,2018-07-29
15288,2017-04-16
15289,2018-06-04
15290,2017-05-04
15291,2021-11-06
15292,2021-11-06
15293,2018-03-01
15294,2017-09-01
15295,2021-11-06
15296,2019-11-14
15297,2020-01-29
15298,2017-05-17
15299,2019-01-14
15300,2017-09-04
15301,2018-02-10
15302,2017-06-27
15303,2018-11-24
15304,2021-11-06
15305,2017-12-21
15306,2017-07-18
15307,2018-11-11
15308,2021-11-06
15309,2017-08-15
15310,2021-11-06
15311,2017-11-30
15312,2017-09-07
15313,2019-04-28
15314,2020-02-09
15315,2018-12-16
15316,2019-06-01
15317,2018-09-10
15318,2017-05-14
15319,2017-11-25
15320,2019-06-05
15321,2017-07-09
15322,2018-03-22
15323,2019-04-13
15324,2017-04-29
15325,2017-01-12
15326,2021-11-06
15327,2018-06-02
15328,2017-01-21
15329,2018-07-20
15330,2021-11-06
15331,2021-11-06
15332,2021-11-06
15333,2019-12-08
15334,2021-11-06
15335,2017-07-21
15336,2019-05-18
15337,2019-02-02
15338,2017-04-16
15339,2018-11-11
15340,2021-11-06
15341,2018-02-25
15342,2018-09-29
15343,2019-01-03
15344,2017-06-26
15345,2019-11-24
15346,2021-11-06
15347,2021-11-06
15348,2018-12-10
15349,2018-09-16
15350,2019-06-21
15351,2017-03-09
15352,2018-09-29
15353,2017-01-06
15354,2021-11-06
15355,2017-06-08
15356,2018-05-18
15357,2019-10-27
15358,2019-06-25
15359,2018-09-02
15360,2017-05-07
15361,2020-02-16
15362,2017-11-04
15363,2017-08-04
15364,2020-01-27
15365,2017-12-03
15366,2021-11-06
15367,2017-03-12
15368,2017-01-03
15369,2018-07-07
15370,2021-11-06
15371,2021-11-06
15372,2017-08-03
15373,2021-11-06
15374,2021-11-06
15375,2018-02-08
15376,2017-02-07
15377,2017-01-18
15378,2017-02-06
15379,2021-11-06
15380,2021-11-06
15381,2017-05-10
15382,2017-01-05
15383,2021-11-06
15384,2019-12-05
15385,2021-11-06
15386,2017-05-04
15387,2019-11-02
15388,2019-05-02
15389,2017-06-11
15390,2019-11-10
15391,2018-03-31
15392,2019-11-04
15393,2019-12-03
15394,2019-04-01
15395,2021-11-06
15396,2018-05-27
15397,2019-06-04
15398,2019-02-20
15399,2017-01-22
15400,2021-11-06
15401,2019-05-04
15402,2018-11-27
15403,2018-09-27
15404,2018-03-25
15405,2021-11-06
15406,2019-06-14
15407,2019-05-09
15408,2021-11-06
15409,2021-11-06
15410,2017-11-04
15411,2017-09-04
15412,2017-08-14
15413,2018-08-07
15414,2021-11-06
15415,2017-12-08
15416,2017-03-14
15417,2021-11-06
15418,2020-02-08
15419,2018-05-18
15420,2017-03-29
15421,2021-11-06
15422,2018-06-01
15423,2019-11-25
15424,2018-10-03
15425,2019-06-25
15426,2021-11-06
15427,2017-07-17
15428,2021-11-06
15429,2021-11-06
15430,2020-01-10
15431,2018-08-27
15432,2019-02-11
15433,2019-10-17
15434,2017-01-27
15435,2019-09-30
15436,2017-11-21
15437,2017-12-14
15438,2019-10-15
15439,2018-08-06
15440,2019-09-01
15441,2021-11-06
15442,2019-05-20
15443,2021-11-06
15444,2017-01-22
15445,2017-10-26
15446,2019-03-31
15447,2019-09-10
15448,2021-11-06
15449,2017-12-10
15450,2021-11-06
15451,2018-02-03
15452,2017-12-22
15453,2017-02-21
15454,2021-11-06
15455,2018-05-24
15456,2021-11-06
15457,2019-05-22
15458,2017-03-12
15459,2019-04-28
15460,2018-03-19
15461,2017-03-09
15462,2018-04-03
15463,2018-02-17
15464,2021-11-06
15465,2019-09-26
15466,2018-01-01
15467,2021-11-06
15468,2021-11-06
15469,2021-11-06
15470,2019-12-10
15471,2019-04-27
15472,2017-08-07
15473,2017-08-04
15474,2018-03-28
15475,2021-11-06
15476,2019-02-20
15477,2021-11-06
15478,2018-04-25
15479,2019-01-04
15480,2019-11-20
15481,2021-11-06
15482,2019-08-12
15483,2017-01-23
15484,2019-08-06
15485,2021-11-06
15486,2018-09-01
15487,2017-05-31
15488,2018-11-24
15489,2017-10-12
15490,2018-04-06
15491,2018-06-03
15492,2017-03-09
15493,2019-12-30
15494,2017-12-03
15495,2021-11-06
15496,2017-11-25
15497,2019-03-06
15498,2017-03-12
15499,2019-06-11
15500,2018-03-26
15501,2019-09-27
15502,2017-06-20
15503,2019-05-23
15504,2019-10-29
15505,2017-11-27
15506,2021-11-06
15507,2019-10-30
